,customerid,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag
2278,8a858e5e57adcb8e0157ae03888418ff,301966111,2,10000.0,13000.0,30,Good
2279,8a858e645755e622015763380e322ea2,301980701,2,10000.0,11500.0,15,Good
2280,8a858e685c217d36015c2f09b15a15e9,301973477,2,10000.0,11500.0,15,Bad
2281,8a858e6f5668e01701568f255f051ac4,301982999,14,50000.0,55000.0,60,Good
2282,8a858e7855113fb701551a79202d4dff,301958510,10,10000.0,13000.0,30,Good
2283,8a858e885c63d379015c73e47f8c08d7,301995191,3,10000.0,13000.0,30,Good
2284,8a858e905ce98e8d015cee25944e2724,301972514,2,10000.0,13000.0,30,Bad
2285,8a858e985ccb51e8015ccbeabb873fae,301968693,2,10000.0,13000.0,30,Good
2286,8a858ea35d0e2226015d0e4cd68f1947,302001874,2,10000.0,13000.0,30,Good
2287,8a858ea9587a961d015885a62b275a8f,301959464,2,10000.0,13000.0,30,Good
2288,8a858eb858b1a6d20158b9593d3f20db,302000488,9,30000.0,34500.0,30,Good
2289,8a858ec358dc5c130158e86849701295,301968301,5,15000.0,18375.0,30,Good
2290,8a858ec75bfd77c4015c01a6e2e1199b,301977206,3,10000.0,13000.0,30,Bad
2291,8a858ee0560bc07701560e3c10544572,301991796,4,10000.0,13000.0,30,Good
2292,8a858ee65be8d42d015be90352a8166d,301963232,3,10000.0,13000.0,30,Good
2293,8a858eee5872716901587644c4391794,301995414,8,30000.0,34500.0,30,Good
2294,8a858ef55a46c7c8015a471ac5753f02,301986115,7,30000.0,34500.0,30,Bad
2295,8a858f01588603fa0158872e60af68d0,301969372,5,10000.0,13000.0,30,Good
2296,8a858f085a477386015a488df8db7111,301972320,4,20000.0,24500.0,30,Good
2297,8a858f1554da2c400154dd8939c56b1f,301977447,3,10000.0,11500.0,15,Good
2298,8a858f1b5b256bc9015b2f810016616c,301983819,7,10000.0,11500.0,15,Good
2299,8a858f2656e154de0156e4eb81786821,301975389,8,10000.0,13000.0,30,Good
2300,8a858f295c8d307f015c93a9ccda7eb7,301974957,2,10000.0,13000.0,30,Good
2301,8a858f2c5ca72bae015caa81ef264a58,301995236,2,10000.0,13000.0,30,Good
2302,8a858f335c8d9723015c9706f48f4116,301963757,3,10000.0,11500.0,15,Good
2303,8a858f385b34d285015b351d132b3ae8,301985798,4,20000.0,24500.0,30,Good
2304,8a858f4156939c3c0156b3061f4d69cf,301994252,9,40000.0,48000.0,60,Good
2305,8a858f4b55df0f530155ee9754535666,301980476,10,40000.0,48000.0,60,Good
2306,8a858f555cacacdf015cb06242e03e45,301984677,2,10000.0,11500.0,15,Good
2307,8a858f595ccb6f86015cce03949b43a9,301993080,2,10000.0,11500.0,15,Good
2308,8a858f5e5cb23c77015cb25bd0a3073c,301980352,2,10000.0,13000.0,30,Good
2309,8a858f61560bc0e501561e222be3280d,301985993,3,10000.0,11500.0,15,Good
2310,8a858f6c5bf84cd0015bf8b8239327b2,301986359,3,10000.0,13000.0,30,Good
2311,8a858f73594ab1ea01595e72de584bca,301988141,7,15000.0,18375.0,30,Good
2312,8a858f7e5ba0189c015ba4b79b8c2d5b,301986931,5,20000.0,22250.0,15,Good
2313,8a858ee25ca1a0f9015ca1c488821488,302002785,3,10000.0,13000.0,30,Good
2314,8a858ee755a0c84a0155b7028fea49b6,301997586,11,30000.0,39000.0,60,Good
2315,8a858eef5554890501556dcff6f9065f,301971412,8,20000.0,24500.0,30,Good
2316,8a858ef45cd09b8c015cd4d82f22728d,301998168,2,10000.0,13000.0,30,Good
2317,8a858efd5ca70688015caae5f9275628,302001178,2,10000.0,11500.0,15,Good
2318,8a858f03582a54c3015830069801577c,301958709,6,20000.0,24500.0,30,Good
2319,8a858f085b494826015b54791d4f0126,301958789,5,20000.0,24500.0,30,Good
2320,8a858f1554e294490154f2d722955866,301960921,12,40000.0,44000.0,30,Good
2321,8a858f1b5b256bc9015b2f5280ff57dd,301958704,3,10000.0,11500.0,15,Good
2322,8a858f275591bf5d01559733c8767113,301961254,5,20000.0,24500.0,30,Good
2323,8a858f2b5c11cabe015c136a30940ae3,301964393,3,10000.0,13000.0,30,Good
2324,8a858f2d5bfcf426015bfd6c3039495d,301960959,5,20000.0,22250.0,15,Bad
2325,8a858f335c8d9723015c93e33d5e77fe,301996541,2,10000.0,13000.0,30,Good
2326,8a858f375cef1cbc015cef217cd302fe,301995442,2,10000.0,11500.0,15,Good
2327,8a858f415ba54724015baa6a28020272,301980296,3,10000.0,13000.0,30,Good
2328,8a858f54592214a0015922c0bfa71bd8,301966471,4,10000.0,11500.0,15,Bad
2329,8a858f565b683b56015b800206d93f22,301979327,4,20000.0,24500.0,30,Good
2330,8a858f5e5566567d01557540adc15a20,301975548,9,10000.0,11500.0,15,Good
2331,8a858f6c570f2d66015715196add220a,301967510,11,10000.0,11000.0,30,Good
2332,8a858f725be8d4ff015be90aaf642009,301972258,3,20000.0,24500.0,30,Good
2333,8a858f7c59ab662b0159abe159a14a59,301984474,2,10000.0,13000.0,30,Good
2334,8a858f885adcf4e8015ae2cbe4556d70,301958708,4,20000.0,24500.0,30,Bad
2335,8a858f915a3bd604015a3c5c4c124545,302002019,7,30000.0,34500.0,30,Good
2336,8a858f9a5b33cc48015b3405c30f3d7b,301986166,4,10000.0,11500.0,15,Good
2337,8a858fa05b62bcf3015b62c49d9b067c,301959765,3,10000.0,13000.0,30,Good
2338,8a858fa45bd95e9a015bdd6141823e52,301964480,3,10000.0,13000.0,30,Good
2339,8a858fb0582a54ba01582d4dfcd567ee,301976592,9,30000.0,34500.0,30,Good
2340,8a858fba5cd5feee015cd9f99f38135a,301993324,2,10000.0,13000.0,30,Good
2341,8a858fc05bf7e886015bf849089f3f7c,301974134,2,10000.0,13000.0,30,Bad
2342,8a858fcb5b00cc54015b0c32ba401c99,301966898,6,10000.0,13000.0,30,Good
2343,8a858fd3552c756201554516fae7359e,301986851,12,30000.0,34500.0,30,Good
2344,8a858fe8586deed301586f1b2e7d41f2,301959493,8,30000.0,34500.0,30,Good
2345,8a858ff25c88461c015c885b45fb0b28,301993016,2,10000.0,11500.0,15,Good
2346,8a858ffa5adb9abd015adbe07c2c2e52,301996665,7,30000.0,39000.0,60,Good
2347,8a858e0f5c45466f015c55c7e09d5e9c,301991394,2,10000.0,13000.0,30,Bad
2348,8a858e6f5668e017015684c4a4305d0a,301982910,2,10000.0,13000.0,30,Bad
2349,8a858ee755a0c84a0155bf1b6a02583e,302004018,9,10000.0,13000.0,30,Bad
2350,8a858f225bfdb280015c0742b3c63016,301985419,2,10000.0,13000.0,30,Bad
2351,8a858f68588604400158968766d72335,301965941,8,20000.0,24500.0,30,Bad
2352,8a858fcf558237b40155865605853ffb,301963634,3,10000.0,13000.0,30,Bad
2353,8a8588235384a58d01538faa46246121,301971279,9,40000.0,48000.0,60,Bad
2354,8a85888c54a05b820154aa79afb15290,301980486,8,20000.0,24500.0,30,Good
2355,8a8588fd53c244bc0153c9c031e76307,302001937,7,20000.0,24500.0,30,Good
2356,8a85895054a061920154a97b3a201bf9,301984073,7,30000.0,34500.0,30,Good
2357,8a8589a453bc422d0153c78133226c26,301998395,10,40000.0,48000.0,60,Good
2358,8a8589c1545181f301546606804130a2,301995703,2,10000.0,13000.0,30,Good
2359,8a858e035693e02901569484c15f3bf1,301967189,9,40000.0,44000.0,30,Good
2360,8a858e135cb22031015cb663b7c54fa9,301994764,2,10000.0,13000.0,30,Good
2361,8a858e1d5cd58f9e015cdfe7c50d380b,301996427,2,10000.0,12500.0,30,Good
2362,8a858e325ac154c1015ac67cfc136cf3,301981477,5,20000.0,24500.0,30,Good
2363,8a858e3c5853733801586a30c5c04575,301967943,9,30000.0,39000.0,60,Good
2364,8a858e495bf8527e015bf9ec3e176b75,301993115,4,10000.0,13000.0,30,Good
2365,8a858e585693982b0156adecb6c42cdb,301983687,11,40000.0,44000.0,30,Good
2366,8a858e655a047d1a015a142bd3e7145f,301976249,7,30000.0,34500.0,30,Good
2367,8a858e6a5bfd4b54015c02171e1660b1,301983939,3,20000.0,22250.0,15,Good
2368,8a858e6c5c88d145015c9624de8056f3,301969923,2,10000.0,13000.0,30,Good
2369,8a858e705668e16701568e128474421a,301975150,2,10000.0,11500.0,15,Good
2370,8a858e785c8d9167015c92299ef81a09,301978181,2,10000.0,13000.0,30,Good
2371,8a858f8a5a424041015a4673217f2c18,301973211,4,20000.0,24500.0,30,Good
2372,8a858f975c4582c4015c4e2ba05c62b5,301992746,3,10000.0,13000.0,30,Good
2373,8a858f9f5bd99987015bdc921fb36531,301971320,2,10000.0,13000.0,30,Good
2374,8a858fa154e2912f01550b96c0520352,301999173,12,40000.0,44000.0,30,Good
2375,8a858fa45bd95e9a015bdd6768893f4d,301967661,3,10000.0,13000.0,30,Bad
2376,8a858fb65a4bf70d015a4c41e5112d73,301964824,5,20000.0,24500.0,30,Good
2377,8a858fc15cd06c32015cd429b6951f35,301982760,2,10000.0,11500.0,15,Good
2378,8a858fd3552c7562015562a28e7672a4,301998637,11,40000.0,48000.0,60,Good
2379,8a858fd85507735701550d82f1b723ff,301979453,19,20000.0,20500.0,15,Good
2380,8a858fe05d421ff4015d4c87d2a21ceb,301994359,2,10000.0,13000.0,30,Bad
2381,8a858fea5b8c314d015b8f3fa4a93a11,301976221,4,10000.0,11500.0,15,Bad
2382,8a858ff45be92ea2015be9cb6e5b3a89,301989973,5,20000.0,24500.0,30,Good
2383,8a81890b51d31db90151d5fd989c1dbd,301967361,2,10000.0,13000.0,30,Bad
2384,8a858e245c214660015c301d19ab184f,302000317,3,10000.0,13000.0,30,Bad
2385,8a858eb858b1a6d20158b90ccf8a1298,301977390,2,10000.0,11500.0,15,Bad
2386,8a858eef5554890501556a2471a71e26,301969511,7,10000.0,13000.0,30,Bad
2387,8a858f685aae9a21015aafc38f817511,301975456,3,20000.0,22250.0,15,Bad
2388,8a858fa3586d20e001586d8ef15428c1,301999292,8,30000.0,34500.0,30,Bad
2389,8a858ff5562dc3b601562fffe43c14bc,301967602,9,30000.0,34500.0,30,Bad
2390,8a85881053bc33670153c7a4d2685aa0,302003037,8,10000.0,11125.0,15,Good
2391,8a858899538ddb8e0153a780c56e34bb,301963724,22,40000.0,43500.0,30,Good
2392,8a8588fd53c244bc0153c7b2842d093b,302001860,17,35000.0,38500.0,30,Good
2393,8a85895054a061920154a9c8935d351f,301963573,2,10000.0,13000.0,30,Good
2394,8a8589a053acc39e0153aff9bbd7238a,301984683,12,40000.0,48000.0,60,Good
2395,8a8589b953d0be470153d20503ec69ee,301992457,12,50000.0,57500.0,90,Good
2396,8a858e045b495c30015b54075ab043e5,301972131,4,15000.0,18375.0,30,Good
2397,8a858e125acd7563015ad16a8f964ab1,301969223,4,10000.0,11500.0,15,Bad
2398,8a858e185b4923b4015b50807fef1ab5,301971147,4,20000.0,24500.0,30,Good
2399,8a858e1e54e2aa5a0154e2e87bf317e5,301967724,11,30000.0,34500.0,30,Good
2400,8a858e245c214660015c2fec6a70058e,301965710,3,10000.0,13000.0,30,Bad
2401,8a858e345be813ea015becdece40410d,301970339,2,10000.0,11500.0,15,Good
2402,8a858e3c5cac9fcc015cacb7b97a0977,301961091,2,10000.0,13000.0,30,Good
2403,8a858e4456ced8470156d1fdea681a74,301985666,2,10000.0,11500.0,15,Good
2404,8a858e585693982b01569e0079561fb1,301976313,7,30000.0,39000.0,60,Good
2405,8a858e645591c24b01559aebf3576da3,301987508,4,20000.0,24500.0,30,Good
2406,8a858e675c3fe0a1015c5315aaae176a,302001051,3,10000.0,12500.0,30,Good
2407,8a858e6f5bce1023015bce19dbbf038d,301962686,3,20000.0,24500.0,30,Good
2408,8a858e735c5a4bed015c5d0ab47242fb,302001090,2,10000.0,11500.0,15,Good
2409,8a858e7e5b159af5015b16e181485f15,301996550,7,30000.0,39000.0,60,Good
2410,8a858e885c63d379015c6908c6fa1856,301977632,2,10000.0,13000.0,30,Good
2411,8a858e905d41e83b015d487d09274ec7,301997742,2,10000.0,13000.0,30,Good
2412,8a858e955cf51403015cf8be51125400,302001083,2,10000.0,11500.0,15,Good
2413,8a858e9d5bfd7037015c0baee4de3547,301975785,2,10000.0,13000.0,30,Good
2414,8a858ea75b1fd476015b2013ccc13238,302001975,3,10000.0,11500.0,15,Good
2415,8a858eb45876dcc5015885b5a2c16618,301961569,9,30000.0,34500.0,30,Good
2416,8a858eba5591bf2801559680580a1f9e,301999486,17,60000.0,68100.0,90,Good
2417,8a858ec555f96a9a0156020f154c1b12,301967930,9,40000.0,48000.0,60,Good
2418,8a858ed4584472cf01584510df1d30d8,301978235,11,15000.0,17250.0,30,Good
2419,8a858edb5bd936e4015bddd8e11a30e0,301981301,3,10000.0,13000.0,30,Good
2420,8a858ee755a0c84a0155bfe660ea0bcc,301964012,9,15000.0,17250.0,30,Good
2421,8a858efe5bca0a81015bcd3ec30c6022,301960463,4,10000.0,12250.0,30,Good
2422,8a858f0455d9feaf0155f5a8886a283c,301999215,4,10000.0,13000.0,30,Good
2423,8a858f08582a51bc01582e67a7e115a2,301985884,13,40000.0,44000.0,30,Good
2424,8a858f1554e29449015500deb58f1653,301977900,15,40000.0,48000.0,60,Bad
2425,8a858f255cb1710a015cb4d46c3074f7,301961356,2,10000.0,13000.0,30,Good
2426,8a858f2c5ca72bae015ca788ffeb3aa3,301971201,2,10000.0,13000.0,30,Good
2427,8a858f305c8dd672015c9246679f1d31,301973512,2,10000.0,13000.0,30,Good
2428,8a858f365b2547f3015b2fa36f67322c,301983622,8,30000.0,34500.0,30,Good
2429,8a858e875b910dfe015b9e85091b69f4,301978556,7,40000.0,44000.0,30,Good
2430,8a858e8d56b784480156b9e9f16a0420,301988205,14,40000.0,44000.0,30,Good
2431,8a858e955cf51403015cf8234be27d07,301987538,2,10000.0,13000.0,30,Bad
2432,8a858ea55b817cc8015b81ae858c1f85,301984094,3,10000.0,11500.0,15,Good
2433,8a858eb95591bf0001559220e85e1b16,301990342,5,10000.0,11500.0,15,Good
2434,8a858ec25a422913015a42b9e0544f59,301989710,5,20000.0,24500.0,30,Good
2435,8a858ed25ba09f98015ba1b5e0dc39b0,301998862,4,20000.0,24500.0,30,Good
2436,8a858eda5c8863ff015c8d8a12d74ddd,301972492,2,10000.0,13000.0,30,Good
2437,8a858edf57f78fed0157fca0738d7cc5,301999897,10,30000.0,34500.0,30,Good
2438,8a858ee25b874ecc015b883ecf2f38d8,301967926,4,10000.0,11500.0,15,Bad
2439,8a858ee65be8d42d015be94985db334b,301992760,3,10000.0,13000.0,30,Bad
2440,8a858ef7599330e0015993a222542644,301972462,7,10000.0,11500.0,30,Good
2441,8a858f0455d9feaf0155de5fb2393a0c,301967476,10,40000.0,48000.0,60,Good
2442,8a858f075b58beb8015b58cc08160e4e,301999569,2,10000.0,13000.0,30,Good
2443,8a858f185b390ca6015b392e46cd20ee,302003713,5,20000.0,24500.0,30,Good
2444,8a858f225bfdb280015c0f84efe85e63,301994864,4,20000.0,24500.0,30,Good
2445,8a858f2a5b3f2121015b3f5f26bb38c8,301991591,4,20000.0,24500.0,30,Good
2446,8a858f30551130db0155118e48f916fa,301970087,6,10000.0,13000.0,30,Bad
2447,8a858f345c172fb3015c17dbd31a2d7c,301987723,4,20000.0,22250.0,15,Good
2448,8a858f3c5a13bebf015a13ca0dfb0de8,301995430,7,30000.0,39000.0,60,Good
2449,8a858f435b6795c5015b67a6af3910e1,301977273,3,10000.0,11500.0,15,Bad
2450,8a858f5856373f8801564d08bbbf26f4,301986447,5,20000.0,24500.0,30,Good
2451,8a858f5f5b39bb0c015b3a38ded96c67,301973125,2,10000.0,11500.0,15,Good
2452,8a858f675b8b8df9015b8bb25ccf1d0a,302003244,5,20000.0,22250.0,15,Good
2453,8a858f6e5cb16eb9015cc423ee197af6,301985949,2,10000.0,13000.0,30,Bad
2454,8a858f7958b0a4a80158b4e352b6367b,301975768,8,20000.0,23000.0,30,Good
2455,8a858f845d13beed015d167bbf1802b2,301998132,2,10000.0,11500.0,15,Good
2456,8a858f98560bbe110156218cd2a94514,301994020,14,40000.0,44000.0,30,Good
2457,8a858fa05cf48427015cf4d2ebec2db5,301994789,2,10000.0,11500.0,15,Good
2458,8a858faa56dffac60156fe48a78656b9,301967297,2,10000.0,11500.0,15,Good
2459,8a858faf56b7821c0156c15de860731e,301967114,8,40000.0,48000.0,60,Bad
2460,8a858fb75cc4c299015cc53618c94218,301988221,2,10000.0,13000.0,30,Good
2461,8a858fbd5cd6054a015cdf37c6fb7a22,301996800,2,10000.0,13000.0,30,Good
2462,8a858fcb5ca240f7015ca66d5be72ba4,301960975,3,10000.0,11500.0,15,Bad
2463,8a858fd85b66d5c1015b66f5ae28185f,301969134,4,10000.0,11500.0,15,Good
2464,8a858fe758dc437a0159029c13e9186c,301974755,10,30000.0,34500.0,30,Good
2465,8a858ff05b1ac77f015b1ac8027f0073,301992982,9,30000.0,34500.0,30,Good
2466,8a858ff55b444a8c015b474b44f9305e,301960159,4,15000.0,18375.0,30,Bad
2467,8a8588c9548a33b201548b3cdb0f0c53,301999434,2,10000.0,13000.0,30,Bad
2468,8a858e285b8b2932015b8b490de61bbe,302002224,3,10000.0,13000.0,30,Bad
2469,8a858e745825a02201582a2ee45b6729,301995458,8,30000.0,39000.0,60,Bad
2470,8a858f0056b7cf8e0156c16478137a36,301983085,8,10000.0,13000.0,30,Bad
2471,8a858f725ad6f19e015ad72130921e81,301981800,12,30000.0,34500.0,30,Bad
2472,8a858fa95c695f85015c7433666039ab,301959703,2,10000.0,13000.0,30,Bad
2473,8a858fee5863a049015867c0ab2c3bc0,301972262,4,10000.0,13000.0,30,Bad
2474,8a85884e54be33290154c7d802b73042,301960719,15,30000.0,33000.0,30,Good
2475,8a8588dc536a141301536b1506f20efb,301996388,10,40000.0,44000.0,30,Good
2476,8a85892854a059ed0154aa9b70bc638d,301977584,8,10000.0,13000.0,30,Bad
2477,8a858966538deb1901539d3459133c24,301970246,6,10000.0,11500.0,15,Good
2478,8a8589b953bc23f70153cb94556a2f7c,301993005,11,30000.0,33000.0,30,Good
2479,8a858e0059416900015946224e1779e9,301966989,2,10000.0,13000.0,30,Bad
2480,8a858e045cd5b1d6015cdf06e4dc7e71,301986966,2,10000.0,13000.0,30,Good
2481,8a858e0c552ae0b80155504019352754,301970878,9,30000.0,34500.0,30,Good
2482,8a858e135cb22031015cb7c7290c7eef,301995797,2,10000.0,13000.0,30,Bad
2483,8a858e205c21d53a015c237cb6fd1fe7,301989794,3,10000.0,13000.0,30,Good
2484,8a858e245b680423015b70e6d3300586,301983818,2,10000.0,13000.0,30,Good
2485,8a858e2e5bb57a37015bc94eaa083a35,301966033,3,10000.0,11500.0,15,Good
2486,8a858e0a5668e69c01567fd20d2f6854,301970159,15,50000.0,57500.0,90,Good
2487,8a858e0f58afbace0158b64e22de02b4,301971603,8,15000.0,17250.0,30,Good
2488,8a858e1c56dfea870156ebe73f462f80,301980481,12,10000.0,11500.0,15,Bad
2489,8a858e225a1e98ab015a1f5c431d33b4,301963733,7,30000.0,34500.0,30,Good
2490,8a858e295b430433015b430c1f9506d6,302001927,2,10000.0,11500.0,15,Good
2491,8a858e365c16bcef015c16d0f1a50a32,301985723,3,10000.0,13000.0,30,Good
2492,8a858e3d55ca3ef60155cef965907bdc,301983827,2,10000.0,11500.0,15,Good
2493,8a858e535bab293b015bb3adfe690ad4,302003324,4,10000.0,11500.0,15,Good
2494,8a858e5b5ca767e1015cabb669de1afd,301976434,2,10000.0,13000.0,30,Good
2495,8a858e685c174778015c17b6dcd62495,301967952,3,10000.0,11500.0,15,Good
2496,8a858e6c5bd3fbff015bd6c602636a07,301997319,6,20000.0,24500.0,30,Good
2497,8a858e765507208301552107bcd95612,302003510,9,15000.0,18375.0,30,Good
2498,8a858e8457f7a42a0157fff1ed9d0929,301990911,10,15000.0,16687.5,15,Good
2499,8a858e8d5c35bc85015c36001c1a1ff2,301983752,3,10000.0,11500.0,15,Good
2500,8a858e955cf51403015cf88251eb3019,301986029,2,10000.0,13000.0,30,Bad
2501,8a858eaa55a0b8ae0155ad2cab5e49cc,301971110,2,10000.0,12500.0,30,Good
2502,8a858eaf570f3a0a0157230080664ee0,301971791,3,20000.0,24500.0,30,Good
2503,8a858eba5b681df4015b744d11505f26,301985668,4,20000.0,24500.0,30,Good
2504,8a858ebc572e1e3a015730850b3c727f,301972473,16,40000.0,44000.0,30,Bad
2505,8a858ec6560bc09801561c5452dd7610,301974976,9,20000.0,24500.0,30,Good
2506,8a858ece5d1e42c3015d2932d79e6781,301995567,2,10000.0,11500.0,15,Good
2507,8a858edb5bd936e4015bdf8a95d7656a,301994136,5,10000.0,11500.0,15,Good
2508,8a858ede5ca210f0015ca365343066f5,301970525,2,10000.0,13000.0,30,Good
2509,8a858ee25ceeabba015ceec74ea50f9a,301981396,2,10000.0,11500.0,15,Good
2510,8a858eed5756fb0e01576bf110494f12,301986829,3,10000.0,13000.0,30,Good
2511,8a858f035ab947e3015abdb1094c6d45,301992753,7,10000.0,10750.0,15,Good
2512,8a858f075b58beb8015b598406815852,301996038,5,20000.0,24500.0,30,Good
2513,8a858f0d5a859ac0015a85b7eed311de,301983288,2,10000.0,13000.0,30,Good
2514,8a858f155554552501555588ca2b3b40,301990956,7,20000.0,24500.0,30,Good
2515,8a858f1b5b256bc9015b2fa302006abc,301971069,3,10000.0,13000.0,30,Good
2516,8a858f2a5b3f2121015b4225e2455889,301972460,3,10000.0,13000.0,30,Bad
2517,8a858f2d5aeb9c48015aebefa3c75288,301970688,6,20000.0,22250.0,15,Good
2518,8a858f305cb1ec4e015cbc9a5cf92a88,301978177,2,10000.0,13000.0,30,Good
2519,8a858f375b493337015b4960fac31fe7,301987539,4,10000.0,13000.0,30,Good
2520,8a858f3d5bfc954e015bfcaf90e1114b,301961400,2,10000.0,13000.0,30,Good
2521,8a858f495a70f465015a7a2f376a4a49,301970449,2,10000.0,11500.0,15,Good
2522,8a858f505ca7b434015cab44ff13392a,301976503,2,10000.0,11500.0,15,Good
2523,8a858f5856373f8801563cd1b3272f9c,301961530,9,30000.0,34500.0,30,Good
2524,8a858f615b1ffb14015b2316f57f3839,301973003,7,20000.0,24500.0,30,Bad
2525,8a858f785cea234f015cea462d980b62,301990221,2,10000.0,13000.0,30,Bad
2526,8a858f7d5be8748c015be8cf8e2641dc,301985225,4,20000.0,22250.0,15,Good
2527,8a858f8c5ca0e7fe015ca0e9889a0146,301987710,2,10000.0,13000.0,30,Good
2528,8a858f935ca09667015ca0e50f083552,301958991,2,10000.0,13000.0,30,Good
2529,8a858f975c4582c4015c53d3a3a2351c,301987565,2,10000.0,11500.0,15,Good
2530,8a858fa05cf48427015cf4b17c751e5f,301982722,2,10000.0,11500.0,15,Bad
2531,8a858fa45bd95e9a015bde4d41406ebf,301993639,3,20000.0,24500.0,30,Good
2532,8a858faf55d95d930155e4afbc7449ae,301978827,8,10000.0,13000.0,30,Good
2533,8a858fb4563228d20156332f55df3106,301982960,16,50000.0,52500.0,30,Good
2534,8a858fbd5ad1feb0015ad209895209a5,301971032,2,10000.0,13000.0,30,Bad
2535,8a858fc45c21da6f015c26afed6d0c03,301981465,3,10000.0,13000.0,30,Good
2536,8a858fc75b90e6b5015b9b821b06328c,301990223,3,10000.0,13000.0,30,Good
2537,8a858fcd5bd42c30015bd4c4a81b4025,301960871,2,10000.0,13000.0,30,Bad
2538,8a858fd75bb62bbe015bbdabe1721000,301976754,6,30000.0,34500.0,30,Good
2539,8a858fdb5d19348a015d1cc7eb0e4d20,301996617,2,10000.0,11500.0,15,Good
2540,8a858fe758dc437a0158fd72d384604e,301971397,7,10000.0,11500.0,15,Good
2541,8a858ff55b5d377b015b5d42285f0fed,301993807,5,20000.0,24500.0,30,Bad
2542,8a85896653e196390153e1fc6af61411,301960842,3,10000.0,13000.0,30,Bad
2543,8a858e225c404292015c583027e72e02,301983805,2,10000.0,13000.0,30,Bad
2544,8a858f965bb63a25015bbb332f6f7592,301970888,4,20000.0,24500.0,30,Good
2545,8a858f995a4762a5015a476f8c700bb8,301994505,6,20000.0,24500.0,30,Good
2546,8a858fa25be814a2015be81e409d0a14,301976659,3,10000.0,13000.0,30,Good
2547,8a858fa95c695f85015c6ad88de2572d,301977779,2,10000.0,11500.0,15,Good
2548,8a858faf5679a838015692cc16b01ce1,301968752,2,10000.0,13000.0,30,Good
2549,8a858fb959976ce00159a0c2d6453d0c,301981872,5,10000.0,11500.0,15,Good
2550,8a858fc15b68ba6a015b6bb340945999,301970021,5,15000.0,16687.5,15,Bad
2551,8a858fcb5bab1fda015bae1de6d35266,301959841,7,30000.0,34500.0,30,Good
2552,8a858fd05bfd7d3c015c025a5aa05908,301976433,3,10000.0,11500.0,15,Bad
2553,8a858fd85b685607015b7d3304aa2ff4,301958634,2,10000.0,13000.0,30,Good
2554,8a858fe45a8360a7015a837d5be20d9b,301975597,8,25000.0,28750.0,30,Good
2555,8a858fec5c169ff0015c16a935bc04b2,302000846,4,20000.0,24500.0,30,Good
2556,8a858ff55b444a8c015b47b51e0e78f9,301972398,4,20000.0,24500.0,30,Good
2557,8a8588ae53f1cb7c0153ffc5afb330b0,301994049,3,10000.0,13000.0,30,Bad
2558,8a858e2c5cc64f70015cc83a050e57d2,302002358,2,10000.0,13000.0,30,Bad
2559,8a858e7d595026f8015959f2dcd67106,301973176,2,10000.0,13000.0,30,Bad
2560,8a858ec75bfd77c4015bfda261b10b09,301968943,2,10000.0,13000.0,30,Bad
2561,8a858f085a477386015a47fb049e49ca,301983993,5,10000.0,11500.0,15,Bad
2562,8a858f3b5c1c5a08015c1d0f431230ad,301963461,3,10000.0,13000.0,30,Bad
2563,8a858f7d5cf9aef9015cfdca34b13c79,301991369,2,10000.0,11500.0,15,Bad
2564,8a858faa56dffac60156ecc553892ca9,301984681,11,40000.0,44000.0,30,Bad
2565,8a858fd75bb62bbe015bc03ff81245f7,302003649,4,10000.0,13000.0,30,Bad
2566,8a858fff57d1af5d0157dc5a2dfc44bc,301959053,10,10000.0,13000.0,30,Bad
2567,8a85886e54beabf90154bf4062f42d84,301968149,16,40000.0,44000.0,30,Good
2568,8a85891e53ad0e6b0153bdec607d1d0c,301958710,12,30000.0,33000.0,30,Good
2569,8a8589a453bc422d0153c3b0afc75159,301984458,3,10000.0,13000.0,30,Bad
2570,8a8589d7548fb3a8015494fcc5c34ab3,301966961,4,10000.0,11500.0,15,Bad
2571,8a858e035693e0290156a30b341d7026,301990615,11,40000.0,48000.0,60,Good
2572,8a858e105bd92644015bdb6b69395d10,301974797,3,10000.0,13000.0,30,Good
2573,8a858e16562dbf18015631258ed16411,301974876,4,10000.0,13000.0,30,Good
2574,8a858e245a5c008c015a5c266238148c,301987478,5,20000.0,24500.0,30,Good
2575,8a858e2e5bb57a37015bbe3c1af53cac,301960237,3,20000.0,24500.0,30,Good
2576,8a858e3957d7ca4e0157dd41757b30dd,301985205,3,10000.0,13000.0,30,Good
2577,8a858e455c1bf763015c1e4b3fcd7b98,301963512,3,10000.0,13000.0,30,Good
2578,8a858e535bab293b015babc929a521d1,301971026,2,10000.0,13000.0,30,Good
2579,8a858e5b5bd99460015bdf2c189d392a,301998514,3,10000.0,13000.0,30,Bad
2580,8a858e645591c24b0155a059b3f27431,302001257,2,10000.0,13000.0,30,Good
2581,8a858e6a5bfd4b54015c0d136472048e,302001452,2,10000.0,11500.0,15,Good
2582,8a858e6f5cd5e874015cd6d7e2af36ad,301974499,2,10000.0,13000.0,30,Good
2583,8a858e7855113fb7015522e6b858084b,301987150,19,40000.0,48000.0,60,Good
2584,8a858e7c5c78b1ff015c796688235b84,301971168,2,10000.0,13000.0,30,Good
2585,8a858e875b910dfe015ba4a5adbe3ea5,301971077,4,20000.0,24500.0,30,Bad
