,customerid,systemloanid,loannumber,loanamount,totaldue,termdays
9026,8a858f99560bbe4501561ba1e2496884,301705209,2,10000.0,11500.0,15
9027,8a858fa154e2912f01551033886c784b,301627160,1,8000.0,10400.0,30
9028,8a858fb15b34a708015b38878020108b,301938701,1,10000.0,13000.0,30
9029,8a858fb95b5d059d015b5d19f66e182b,301953156,4,10000.0,13000.0,30
9030,8a858fd05bfd7d3c015c00f3ab130a8d,301931644,2,10000.0,13000.0,30
9031,8a858fd85b685607015b75c236d17101,301872811,1,10000.0,11500.0,15
9032,8a858fea5b8c314d015b8d032aaf7347,301934258,3,10000.0,11500.0,15
9033,8a858ff257048b5001570c67315b660b,301876065,7,30000.0,36800.0,60
9034,8a858ff257048b5001570c67315b660b,301778749,5,30000.0,36800.0,60
9035,8a858ffc5aa39049015aa5111d27328c,301832776,1,10000.0,13000.0,30
9036,8a8589ec542eaa89015443b229544ffe,301783366,8,30000.0,36800.0,60
9037,8a8589ec542eaa89015443b229544ffe,301625504,2,10000.0,11500.0,15
9038,8a8589ec542eaa89015443b229544ffe,301922052,13,40000.0,44000.0,30
9039,8a858e2d597cf6250159830fb43c57ac,301949609,1,10000.0,13000.0,30
9040,8a858f1b5b9136f7015b9f66e5c5327c,301935737,3,20000.0,24500.0,30
9041,8a858fb35a9469ec015a94f9554a5d13,301831528,1,10000.0,13000.0,30
9042,8a85886f54517ee001546a2717571d36,301784518,7,30000.0,34400.0,30
9043,8a85886f54517ee001546a2717571d36,301850233,10,40000.0,44800.0,30
9044,8a85886f54517ee001546a2717571d36,301719147,4,15000.0,18375.0,30
9045,8a8588f754a058cb0154b922d7fe1ffd,301849086,8,40000.0,47600.0,60
9046,8a8588f754a058cb0154b922d7fe1ffd,301743285,3,20000.0,24500.0,30
9047,8a858e4e5b33db76015b33ebabde13b5,301853071,1,10000.0,13000.0,30
9048,8a858e64590ae200015930db55c7084a,301780750,1,10000.0,13000.0,30
9049,8a858e64590ae200015930db55c7084a,301850982,4,20000.0,23800.0,30
9050,8a858e6d5b252065015b2fdbe1cd542c,301949438,5,20000.0,22250.0,15
9051,8a858e705668e16701566f6b45c03059,301777192,8,30000.0,36800.0,60
9052,8a858e705668e16701566f6b45c03059,301834659,10,40000.0,44800.0,30
9053,8a858e705668e16701566f6b45c03059,301758766,6,30000.0,32250.0,15
9054,8a858e795b204ffc015b20a20c631a0f,301930904,3,10000.0,13000.0,30
9055,8a858e945bee08de015bee8f994f3026,301930117,2,10000.0,13000.0,30
9056,8a858e9b560bbd6301561e50ee830cbd,301933753,10,20000.0,22000.0,30
9057,8a858e9b560bbd6301561e50ee830cbd,301830139,8,30000.0,34400.0,30
9058,8a858e9b560bbd6301561e50ee830cbd,301677968,2,10000.0,11500.0,15
9059,8a858eb45784f9280157880bb0201fd6,301861307,8,30000.0,34400.0,30
9060,8a858eb45784f9280157880bb0201fd6,301791474,5,20000.0,23800.0,30
9061,8a858ec45577f83e01557f8138b426a2,301766822,2,10000.0,13000.0,30
9062,8a858ec45577f83e01557f8138b426a2,301829478,5,20000.0,23800.0,30
9063,8a858ec45577f83e01557f8138b426a2,301759098,1,10000.0,13000.0,30
9064,8a858ece58626302015868fab7d51a64,301802984,3,10000.0,13000.0,30
9065,8a858eda5c8863ff015c8c99ccc66fa7,301936307,1,10000.0,13000.0,30
9066,8a858eef5554890501555f67fb433a28,301885943,10,40000.0,47600.0,60
9067,8a858eef5554890501555f67fb433a28,301751790,4,15000.0,18375.0,30
9068,8a858eef5554890501555f67fb433a28,301850567,9,35000.0,39450.0,30
9069,8a858f0056b7cf8e0156c21e03304536,301800952,3,10000.0,11500.0,15
9070,8a858f065bd31ee6015bd35984932c89,301921658,2,10000.0,11500.0,15
9071,8a858f1955b1c4df0155bc7e4d2773e1,301811321,2,10000.0,13000.0,30
9072,8a858f1955b1c4df0155bc7e4d2773e1,301835110,3,10000.0,13000.0,30
9073,8a858f3355ae6a610155c1daebe61b76,301678889,3,20000.0,22250.0,15
9074,8a858f3355ae6a610155c1daebe61b76,301765916,8,30000.0,36800.0,60
9075,8a858f3355ae6a610155c1daebe61b76,301806980,9,30000.0,34400.0,30
9076,8a858f465668e3d601568add9c6a4fe0,301933782,7,30000.0,34500.0,30
9077,8a858f465668e3d601568add9c6a4fe0,301902954,6,30000.0,34500.0,30
9078,8a858f4b55df0f530155df6f850e26c8,301650283,1,10000.0,13000.0,30
9079,8a858f535908095c01591d4192101d04,301922848,4,20000.0,24500.0,30
9080,8a858f595ccb6f86015ccf6d152f4e87,301947679,1,10000.0,11500.0,15
9081,8a858f615578136301557e762f974b9f,301888543,9,40000.0,47100.0,60
9082,8a858f615578136301557e762f974b9f,301847705,6,20000.0,23800.0,30
9083,8a858f645a8ea316015a8eeb23a93384,301842772,1,10000.0,11500.0,15
9084,8a858f8b59e0e8980159e5bcc1e21094,301863557,3,10000.0,13000.0,30
9085,8a858f8b59e0e8980159e5bcc1e21094,301831692,2,10000.0,13000.0,30
9086,8a858f9e5a41dfd7015a41e5a0fa0665,301830311,2,10000.0,13000.0,30
9087,8a858fa65c7d5535015c7d5ba8a106d6,301949362,2,10000.0,13000.0,30
9088,8a8589a75438621601543ab52054150c,301808297,8,30000.0,34400.0,30
9089,8a8589a75438621601543ab52054150c,301845470,9,40000.0,47600.0,60
9090,8a858e005577f1ba015578147fc50f0c,301792777,8,30000.0,36800.0,60
9091,8a858e005577f1ba015578147fc50f0c,301748113,6,30000.0,34500.0,30
9092,8a858e005577f1ba015578147fc50f0c,301761610,7,30000.0,36800.0,60
9093,8a858e045cd5b1d6015cdb5446b34af8,301957737,1,10000.0,13000.0,30
9094,8a858e105bd92644015be699d91214f3,301902426,1,10000.0,11500.0,15
9095,8a858e1e5b1fc4ad015b1fc9fd66028a,301951487,4,20000.0,24500.0,30
9096,8a858e495d1e235c015d2218c8ef60b2,301969249,1,10000.0,11500.0,15
9097,8a858e5555780ea001557e4e09383b96,301765649,4,20000.0,21900.0,15
9098,8a858e5f5d0e9ac2015d114f3fb57058,301964264,1,10000.0,13000.0,30
9099,8a858e665b8729fe015b8996f6f14ebd,301917857,3,10000.0,11500.0,15
9100,8a858e7a56e509290156f40f7c2844ae,301913847,1,10000.0,11500.0,15
9101,8a858e8d56adbdae0156b437814d071b,301949762,1,10000.0,13000.0,30
9102,8a858f565c3acb9d015c4455228962ad,301949593,2,10000.0,11500.0,15
9103,8a858f6057e2dba50157edb735e75aaf,301764445,2,10000.0,13000.0,30
9104,8a858f7959db5e8c0159df170d345379,301954045,1,10000.0,13000.0,30
9105,8a858f965bb63a25015bc2ddf2577416,301885744,1,10000.0,11500.0,15
9106,8a858f9d5668e3f101566f169e355a6b,301746242,1,10000.0,11500.0,15
9107,8a858fa154e2912f0154e2f6b3da1e13,301864738,7,20000.0,23800.0,30
9108,8a858fa154e2912f0154e2f6b3da1e13,301814242,5,10000.0,13000.0,30
9109,8a858fa459e0a1340159ec74c24a744b,301895133,2,10000.0,13000.0,30
9110,8a858faf56939fea0156954f195d4ffb,301777411,5,20000.0,23800.0,30
9111,8a858faf56939fea0156954f195d4ffb,301846602,8,30000.0,36800.0,60
9112,8a858fb65b2020b2015b205fe7a63993,301941732,4,20000.0,24500.0,30
9113,8a858fbf5b3a0b46015b3d3cf15c02dc,301916787,1,10000.0,11500.0,15
9114,8a858fd3552c756201554b67d6fb4234,301769396,5,30000.0,34400.0,30
9115,8a858fd3552c756201554b67d6fb4234,301785239,6,30000.0,34400.0,30
9116,8a858fd3552c756201554b67d6fb4234,301830590,8,30000.0,34400.0,30
9117,8a858fe55511cbce01551dc42a7b745c,301631888,2,10000.0,13000.0,30
9118,8a858fe55511cbce01551dc42a7b745c,301768183,5,20000.0,23800.0,30
9119,8a858fee5863a049015864ec37223d8b,301795794,2,10000.0,13000.0,30
9120,8a858ff554e290e10154ec69186153cc,301818606,10,40000.0,44800.0,30
9121,8a858ff554e290e10154ec69186153cc,301712762,5,30000.0,34500.0,30
9122,8a858ff554e290e10154ec69186153cc,301625092,1,10000.0,11500.0,15
9123,8a8588235375c27f015376d27f982c9e,301614370,3,10000.0,13000.0,30
9124,8a858e4b5a94ae68015a99e158082f22,301957809,7,20000.0,24500.0,30
9125,8a858e4b5a94ae68015a99e158082f22,301891197,5,10000.0,13000.0,30
9126,8a858ee75afc09f4015b003afc7010b1,301935562,6,20000.0,22250.0,15
9127,8a858f1b5b24a6bf015b24c29e5017d9,301851234,1,10000.0,13000.0,30
9128,8a858f415ba54724015ba58d8b2029cc,301880170,1,10000.0,11500.0,15
9129,8a858f9d5a8a79c5015a8baaaafb7213,301829397,1,10000.0,11500.0,15
9130,8a858f9d5a8a79c5015a8baaaafb7213,301856775,8,20000.0,21900.0,15
9131,8a858fd25c5a5bc7015c5dea03764080,301939381,2,10000.0,11500.0,15
9132,8a85883353e2e4e40153ea9a790f4934,301608194,1,10000.0,13000.0,30
9133,8a85883353e2e4e40153ea9a790f4934,301919715,8,30000.0,34500.0,30
9134,8a8588f35438fe1201543d4927a77644,301948618,3,20000.0,22250.0,15
9135,8a8589595384a8530153977b118e725e,301884181,7,30000.0,33900.0,30
9136,8a8589595384a8530153977b118e725e,301830702,6,30000.0,36800.0,60
9137,8a8589595384a8530153977b118e725e,301819128,5,20000.0,21800.0,15
9138,8a8589ac53a4303e0153a8d2389f2bc2,301629629,3,10000.0,13000.0,30
9139,8a8589ac53a4303e0153a8d2389f2bc2,301820098,11,30000.0,34400.0,30
9140,8a8589ac53a4303e0153a8d2389f2bc2,301796863,10,30000.0,34400.0,30
9141,8a858e005c2154c2015c2f5f6aac6594,301915256,1,10000.0,13000.0,30
9142,8a858e175a3d3d78015a3e14a81844a2,301955447,8,30000.0,34500.0,30
9143,8a858e175a3d3d78015a3e14a81844a2,301873154,5,20000.0,23800.0,30
9144,8a858e1e54e2aa5a0154e31e842130b6,301746414,2,10000.0,11500.0,15
9145,8a858e1e54e2aa5a0154e31e842130b6,301624285,1,10000.0,13000.0,30
9146,8a858e2857e2df4c0157e37e90222d88,301838294,2,10000.0,13000.0,30
9147,8a858e3d55ca3ef60155db99ec76153d,301815193,5,10000.0,11450.0,15
9148,8a858e3d55ca3ef60155db99ec76153d,301895172,7,15000.0,16687.5,15
9149,8a858e4456ced8470156d73452f85335,301811656,8,20000.0,21700.0,15
9150,8a858e4456ced8470156d73452f85335,301875338,16,30000.0,31500.0,30
9151,8a858e4456ced8470156d73452f85335,301873259,14,10000.0,10250.0,15
9152,8a858e4456ced8470156d73452f85335,301822578,9,20000.0,21700.0,15
9153,8a858e4456ced8470156d73452f85335,301848702,12,10000.0,10250.0,15
9154,8a858e4456ced8470156d73452f85335,301699385,1,10000.0,13000.0,30
9155,8a858e5859f550040159f972cd816893,301923576,4,20000.0,24500.0,30
9156,8a858f2d5853901a015861e6f6315db1,301874951,7,30000.0,34400.0,30
9157,8a858f365b2547f3015b30981af37cb7,301943817,4,10000.0,11500.0,15
9158,8a858f3c5c16cadb015c171ebcfb30b6,301940256,2,10000.0,11500.0,15
9159,8a858f525ba5119c015ba5a39b6c5444,301943895,2,10000.0,11500.0,15
9160,8a858f615591c2cc015598dface34f3a,301755134,5,20000.0,24500.0,30
9161,8a858f615591c2cc015598dface34f3a,301797443,7,30000.0,34400.0,30
9162,8a858f675c1c43bc015c209f0e59388c,301913481,1,10000.0,13000.0,30
9163,8a858f7d5ab3ca4b015ab5184798706a,301835117,1,10000.0,13000.0,30
9164,8a858f8a558227f20155862e521949ca,301638129,1,10000.0,11500.0,15
9165,8a858f905c06a9c0015c0c8fca8c6706,301940254,2,10000.0,11500.0,15
9166,8a858f9d5668e3f101567827de3b11f2,301921520,4,20000.0,22250.0,15
9167,8a858fa154e2912f0154eee022676b1c,301832565,3,10000.0,11500.0,15
9168,8a858fa4552add9f01553e7f443c4214,301783453,5,20000.0,23800.0,30
9169,8a858fa4552add9f01553e7f443c4214,301689283,1,10000.0,13000.0,30
9170,8a858fa4552add9f01553e7f443c4214,301730039,2,10000.0,13000.0,30
9171,8a858fa55acd8061015ad15eb8b47940,301866435,2,10000.0,13000.0,30
9172,8a858fb15a41784f015a41921e4c142b,301953751,6,10000.0,11125.0,15
9173,8a858fb15a41784f015a41921e4c142b,301932849,5,20000.0,22250.0,15
9174,8a858fcf5b39c3ba015b3b269d573d36,301897383,3,10000.0,11500.0,15
9175,8a858fcf5b39c3ba015b3b269d573d36,301861952,1,10000.0,11500.0,15
9176,8a858fe756939bbb0156993f3dda2d08,301871255,8,30000.0,34400.0,30
9177,8a858fe756939bbb0156993f3dda2d08,301771025,6,25000.0,29000.0,30
9178,8a858fef570f30e501572962ab8f7a1f,301827208,5,20000.0,21900.0,15
9179,8a858fef570f30e501572962ab8f7a1f,301782642,3,10000.0,13000.0,30
9180,8a858fef570f30e501572962ab8f7a1f,301844737,6,10000.0,11500.0,15
9181,8a8588fd53c244bc0153c72ed1924a60,301787073,12,20000.0,23800.0,30
9182,8a8588fd53c244bc0153c72ed1924a60,301612703,2,10000.0,13000.0,30
9183,8a8588fd53c244bc0153c72ed1924a60,301828388,14,30000.0,36800.0,60
9184,8a8588fd53c244bc0153c72ed1924a60,301627319,4,10000.0,13000.0,30
9185,8a858e605ce99f55015ced0a99a63ba4,301954133,1,10000.0,13000.0,30
9186,8a858f2a5ce989dd015ce9fc24b1474b,301953636,1,10000.0,11500.0,15
9187,8a858f68587f3da1015880ef5d8805b4,301761942,1,10000.0,13000.0,30
9188,8a858f68587f3da1015880ef5d8805b4,301796057,3,10000.0,13000.0,30
9189,8a8588235375c27f01537f79100c40c3,301931674,5,10000.0,13000.0,30
9190,8a8588235375c27f01537f79100c40c3,301913613,4,10000.0,11500.0,15
9191,8a85889853f0fbaa01540444629832e2,301637055,3,8000.0,10400.0,30
9192,8a85889853f0fbaa01540444629832e2,301936977,9,10000.0,12250.0,30
9193,8a85892e5425ad2001543095054f5b28,301807003,3,10000.0,11500.0,15
9194,8a858966538deb190153a778edfb61aa,301607190,2,10000.0,13000.0,30
9195,8a858966538deb190153a778edfb61aa,301639627,5,10000.0,11500.0,15
9196,8a8589f853f100fb01540a6faacb4e74,301832336,8,30000.0,36800.0,60
9197,8a8589f853f100fb01540a6faacb4e74,301734593,4,15000.0,18375.0,30
9198,8a8589f853f100fb01540a6faacb4e74,301613348,1,5000.0,6500.0,30
9199,8a858e0256b781d80156c09f1e585c2f,301856153,5,10000.0,13000.0,30
9200,8a858e0256b781d80156c09f1e585c2f,301828504,4,10000.0,13000.0,30
9201,8a858e105bd92644015be07c35237d0d,301893494,1,10000.0,13000.0,30
9202,8a858f1e5cef1d91015cef5030131bfd,301955043,1,10000.0,11500.0,15
9203,8a858f285b14dddb015b14f3be5e0e9f,301848552,1,10000.0,11500.0,15
9204,8a858f2e5b81c373015b856bc8fe7b24,301884853,2,10000.0,13000.0,30
9205,8a858f365b2547f3015b30099a505307,301891813,2,10000.0,13000.0,30
9206,8a858f405b8a8635015b8a9315041536,301896204,2,10000.0,11500.0,15
9207,8a858f4c5bc9eb48015bcd23dd3f68d3,301919782,2,10000.0,13000.0,30
9208,8a858f5659bc0eea0159c07fa77e22e6,301925418,4,20000.0,22250.0,15
9209,8a858f5d5929e0fd015955a1888c516f,301837795,4,20000.0,21900.0,15
9210,8a858f97594ab63d0159654a74ff2b9c,301907327,3,10000.0,13000.0,30
9211,8a858f9f5679951a015692c661784bb8,301713503,2,10000.0,13000.0,30
9212,8a858fa154e2912f0154fd34e31275c1,301849096,11,40000.0,44800.0,30
9213,8a858fa154e2912f0154fd34e31275c1,301884158,12,40000.0,44800.0,30
9214,8a858fa154e2912f0154fd34e31275c1,301764157,7,30000.0,34400.0,30
9215,8a858fa45bd95e9a015be40e410c1ad4,301919896,1,10000.0,13000.0,30
9216,8a858faf5a28ca05015a2952bc3f2e86,301815704,1,10000.0,11500.0,15
9217,8a858fb95b5d059d015b5d11da5d1013,301886974,2,10000.0,11500.0,15
9218,8a858fb95b5d059d015b5d11da5d1013,301924895,4,20000.0,22250.0,15
9219,8a858fd75bc96a6f015bcd5861d93185,301923764,2,10000.0,13000.0,30
9220,8a858fde56eb02280156eb911f1e3872,301801805,2,10000.0,13000.0,30
9221,8a858fde56eb02280156eb911f1e3872,301887426,6,20000.0,23800.0,30
9222,8a858fea5b391cd7015b393b0fa72a93,301855933,1,10000.0,11500.0,15
9223,8a858ff25c8250c1015c8290987c2be5,301930102,1,10000.0,11500.0,15
9224,8a858e5357d823010157ddcb238e0d02,301746793,1,10000.0,13000.0,30
9225,8a858ef85cf9e152015cfa4236fd2670,301964699,1,10000.0,11500.0,15
9226,8a858f445a4c929e015a4ca09cf50f44,301833918,2,10000.0,11500.0,15
9227,8a858f9f5bd99987015be35f3b5730fe,301904168,1,10000.0,13000.0,30
9228,8a858e625c8d993a015c922feb223e68,301953130,2,10000.0,13000.0,30
9229,8a858e675a3bef15015a3c0f2e700eb7,301898625,4,20000.0,24500.0,30
9230,8a858e785c8d9167015c980c019936fd,301941341,1,10000.0,11500.0,15
9231,8a858e8d56b784480156c22f1aac38f2,301947202,8,40000.0,44000.0,30
9232,8a858e8d56b784480156c22f1aac38f2,301723799,2,10000.0,11500.0,15
9233,8a858e965b5e1b91015b608e62345989,301882728,2,10000.0,13000.0,30
9234,8a858ea75b1fd476015b214391781ed7,301874579,3,10000.0,13000.0,30
9235,8a858eb554d4ccaf0154df9262ec4376,301758686,5,20000.0,22250.0,15
9236,8a858eb554d4ccaf0154df9262ec4376,301949447,13,40000.0,44000.0,30
9237,8a858eb554d4ccaf0154df9262ec4376,301814283,9,30000.0,34400.0,30
9238,8a858ebc572e1e3a0157486799c971bf,301937479,7,20000.0,24500.0,30
9239,8a858ebc572e1e3a0157486799c971bf,301906141,6,20000.0,24500.0,30
9240,8a858ec95aa3cc45015aa531200a7925,301888118,5,10000.0,13000.0,30
9241,8a858eda552adcc201552ebf8deb74ce,301961837,1,10000.0,11500.0,15
9242,8a858ee454da1cbd0154dce7be67210f,301773855,5,10000.0,11450.0,15
9243,8a858ee454da1cbd0154dce7be67210f,301781569,6,20000.0,23600.0,30
9244,8a858eea5a232d51015a249796171e39,301922002,1,10000.0,13000.0,30
9245,8a858f0656b7820c0156bb8b83c8142a,301692820,1,10000.0,13000.0,30
9246,8a858f0656b7820c0156bb8b83c8142a,301929339,10,40000.0,44000.0,30
9247,8a858f0656b7820c0156bb8b83c8142a,301741929,2,10000.0,13000.0,30
9248,8a858f085b494826015b577599db521e,301941579,4,10000.0,11500.0,15
9249,8a858f1f5c59cd91015c5e0901a105f1,301955644,2,10000.0,11500.0,15
9250,8a858f265c1c393e015c20a051d858b0,301944736,3,10000.0,11500.0,15
9251,8a858f545908094b0159122a4ef57509,301813117,3,10000.0,13000.0,30
9252,8a858f545908094b0159122a4ef57509,301789546,2,10000.0,13000.0,30
9253,8a858f665c2142a0015c2bdbe404659a,301957248,4,20000.0,24500.0,30
9254,8a858f6f5b3f095b015b3fb8a8e7099f,301905357,2,10000.0,11500.0,15
9255,8a858f975c4582c4015c54619e9b7e2b,301921123,1,10000.0,13000.0,30
9256,8a858f9b5a42e52f015a45ea99c56a99,301948875,4,10000.0,13000.0,30
9257,8a858fa5552add5d01554ea9435f677d,301865154,6,30000.0,34400.0,30
9258,8a858fa5552add5d01554ea9435f677d,301793807,5,10000.0,11400.0,15
9259,8a858faf56b7821c0156d0cd1d693775,301907299,8,40000.0,44000.0,30
9260,8a858faf56b7821c0156d0cd1d693775,301931448,9,40000.0,44000.0,30
9261,8a858fb95a951d1a015a9627728034e1,301917043,4,20000.0,24500.0,30
9262,8a858fc25baeeeff015baf4220f02edb,301924530,2,10000.0,13000.0,30
9263,8a858fd3552c756201552d26fb26068d,301770421,2,10000.0,13000.0,30
9264,8a858f5d5929e0fd015955a1888c516f,301857644,6,20000.0,21900.0,15
9265,8a858f665c2142a0015c347de1307886,301916368,1,10000.0,13000.0,30
9266,8a858f7a5ca22d3c015ca5b137de2cfa,301945174,1,10000.0,13000.0,30
9267,8a858f8b57a6f4c20157aeb720821edd,301789852,2,10000.0,13000.0,30
9268,8a858f955a61ad4e015a64d0dcbe6714,301859513,3,10000.0,13000.0,30
9269,8a858f985b3db23f015b3ddf9cd73ed5,301887294,2,10000.0,13000.0,30
9270,8a858fa257d8223c0157e3c2a5e45d82,301762004,2,10000.0,11500.0,15
9271,8a858fa257d8223c0157e3c2a5e45d82,301916511,5,20000.0,24500.0,30
9272,8a858fa4552add9f01553b45e3de1ac4,301868332,9,30000.0,34400.0,30
9273,8a858fa4552add9f01553b45e3de1ac4,301669474,3,10000.0,13000.0,30
9274,8a858fa4552add9f01553b45e3de1ac4,301703169,4,20000.0,24500.0,30
9275,8a858fab5bfd307b015bfd4d5b96114d,301937945,3,10000.0,11500.0,15
9276,8a858fc75cd62882015ce8c205ed5e94,301953276,1,10000.0,11500.0,15
9277,8a858fd458639fcc01586c3e51e93ef7,301776481,3,10000.0,13000.0,30
9278,8a858fd458639fcc01586c3e51e93ef7,301759969,1,10000.0,11500.0,15
9279,8a858fe55b013a0b015b066bda6811b0,301864503,1,10000.0,13000.0,30
9280,8a858ff9580b8812015820412a203a63,301845869,7,20000.0,23800.0,30
9281,8a858ff9580b8812015820412a203a63,301929619,10,30000.0,34500.0,30
9282,8a858ff9580b8812015820412a203a63,301810052,5,20000.0,21900.0,15
9283,8a8589ac53a917ed0153aaed86c82d91,301604148,1,10000.0,13000.0,30
9284,8a858e6a5c829229015c82ac07c30f58,301936807,1,10000.0,13000.0,30
9285,8a858eec5aaf010c015ab38e3e383120,301944169,3,10000.0,13000.0,30
9286,8a858f605b911d60015b9b0d0fce6913,301929350,3,10000.0,11500.0,15
9287,8a858fec5b191fb4015b1985b9d15b9c,301901909,2,10000.0,13000.0,30
9288,8a85882653bc51f50153cc4e2899446b,301912597,5,10000.0,11500.0,15
9289,8a85889953a91b8d0153ade2f64458e1,301834034,4,20000.0,21900.0,15
9290,8a85889953a91b8d0153ade2f64458e1,301923314,7,30000.0,34500.0,30
9291,8a8589045384bd8301539aa56b0d7404,301937569,5,20000.0,24500.0,30
9292,8a8589045384bd8301539aa56b0d7404,301888744,4,10000.0,12900.0,30
9293,8a858966538deb19015392224ebd20b4,301613337,2,10000.0,13000.0,30
9294,8a8589a7545186b1015472f76aed2246,301751812,1,10000.0,11500.0,15
9295,8a8589a7545186b1015472f76aed2246,301851493,8,20000.0,23600.0,30
9296,8a8589a7545186b1015472f76aed2246,301886822,9,30000.0,36800.0,60
9297,8a858e035693e02901569984732a33ea,301832768,9,30000.0,34400.0,30
9298,8a858e035693e02901569984732a33ea,301854196,10,40000.0,47600.0,60
9299,8a858e0d58625b410158641fcfec1b72,301952887,9,40000.0,44000.0,30
9300,8a858e0d58625b410158641fcfec1b72,301808437,4,20000.0,23800.0,30
9301,8a858e0d58625b410158641fcfec1b72,301775554,2,10000.0,13000.0,30
9302,8a858e165a47b2fd015a4aff578837c6,301819702,1,10000.0,13000.0,30
9303,8a858e345bece94d015becf4b91c0882,301932324,2,10000.0,13000.0,30
9304,8a858e4c5a715421015a7abbfbbd786f,301948630,5,10000.0,11500.0,15
9305,8a858e4c5a715421015a7abbfbbd786f,301831940,1,10000.0,11500.0,15
9306,8a858e675b00c831015b01842e5f58e7,301916555,2,10000.0,13000.0,30
9307,8a858e6f5cd5e874015ce590db62623e,301952655,1,10000.0,13000.0,30
9308,8a858e7d5b8b0b92015b8b3728e92482,301944604,3,10000.0,11500.0,15
9309,8a858eac5ad81473015ad82f9d060702,301937645,5,20000.0,22250.0,15
9310,8a858eac5ad81473015ad82f9d060702,301861096,1,10000.0,11500.0,15
9311,8a858eba5b681df4015b7b63e6ed6a23,301888054,2,10000.0,13000.0,30
9312,8a858ed457e2e6960157f65462117d64,301770795,3,10000.0,11500.0,15
9313,8a858ed457e2e6960157f65462117d64,301795050,6,20000.0,21900.0,15
9314,8a858eda5c8863ff015c959eef8a4678,301934599,1,10000.0,11500.0,15
9315,8a858eed5a476a3c015a47c534cb305d,301914230,4,15000.0,18375.0,30
9316,8a858f0056b7cf8e0156bb2a7ff97987,301692679,1,10000.0,11500.0,15
9317,8a858f0456511c94015651c1558f35f1,301917530,9,10000.0,11500.0,30
9318,8a858f0456511c94015651c1558f35f1,301674796,1,10000.0,11500.0,15
9319,8a8588f754a058cb0154b922d7fe1ffd,301637114,2,10000.0,11500.0,15
9320,8a85893d53e2e2f30153e587432034bf,301632494,3,10000.0,13000.0,30
9321,8a85893d53e2e2f30153e587432034bf,301870758,6,30000.0,34400.0,30
9322,8a85897353d85af80153d8a368020159,301607037,1,5000.0,5750.0,15
9323,8a85897353d85af80153d8a368020159,301612849,2,10000.0,11500.0,15
9324,8a8589c1545181f3015466b5659a4299,301771796,4,30000.0,36800.0,60
9325,8a8589c1545181f3015466b5659a4299,301615801,1,7000.0,9100.0,30
9326,8a8589c1545181f3015466b5659a4299,301861879,8,40000.0,47600.0,60
9327,8a858e0156b782a10156b96d30cb5b73,301838916,6,30000.0,36800.0,60
9328,8a858e0156b782a10156b96d30cb5b73,301794998,4,20000.0,23800.0,30
9329,8a858e055ac84a51015ac9a10d857523,301896643,3,10000.0,13000.0,30
9330,8a858e215ca77c7f015ca8e61b12437c,301939174,1,10000.0,13000.0,30
9331,8a858e345a04f20b015a0a8f17e174f4,301884096,5,10000.0,13000.0,30
9332,8a858e345a04f20b015a0a8f17e174f4,301922223,6,10000.0,13000.0,30
9333,8a858e4b5a94ae68015a9ed1b2e56376,301849922,3,10000.0,11500.0,15
9334,8a858e4b5a94ae68015a9ed1b2e56376,301837380,2,10000.0,11500.0,15
9335,8a858e5b5bd99460015bdc95cd485634,301919784,2,10000.0,11500.0,15
9336,8a858e64586254230158665e299575fb,301944301,13,40000.0,48000.0,60
9337,8a858e64586254230158665e299575fb,301767990,2,10000.0,11500.0,15
9338,8a858e64586254230158665e299575fb,301800098,8,30000.0,34400.0,30
9339,8a858e6a5bfd4b54015c0297d9ee75fb,301937944,2,10000.0,13000.0,30
9340,8a858e785c8d9167015c9b7982962ea1,301935656,1,10000.0,11500.0,15
9341,8a858e8b5a8a77a9015a8d99c3190691,301829773,1,10000.0,11500.0,15
9342,8a858e935b496584015b499133091139,301953803,2,10000.0,13000.0,30
9343,8a858ecc5a60be73015a60c1abbe0296,301823317,1,10000.0,13000.0,30
9344,8a858ed55c5f1965015c623223f50a2c,301928786,1,10000.0,13000.0,30
9345,8a858eed5756fb0e015758826c1076d8,301800298,4,10000.0,13000.0,30
9346,8a858eed5756fb0e015758826c1076d8,301771166,3,10000.0,13000.0,30
9347,8a858eed5756fb0e015758826c1076d8,301944568,9,30000.0,39000.0,60
9348,8a858efa5b444739015b47adb9a25de1,301922703,3,10000.0,11500.0,15
9349,8a858f045bab240c015baf9f84ab6e67,301882399,1,10000.0,13000.0,30
9350,8a858f17597cf41201597d304e420226,301830913,2,10000.0,11500.0,15
9351,8a858f1f58716185015877272a5b5d18,301784204,3,10000.0,13000.0,30
9352,8a858f1f58716185015877272a5b5d18,301838934,6,20000.0,23800.0,30
9353,8a858f30551130db01552563f6780605,301812709,5,10000.0,13000.0,30
9354,8a858f30551130db01552563f6780605,301833755,6,10000.0,13000.0,30
9355,8a858f30551130db01552563f6780605,301928295,10,30000.0,33999.9,30
9356,8a858f465668e3d601566c0daeb24682,301674290,1,10000.0,11500.0,15
9357,8a858f465668e3d601566c0daeb24682,301799294,5,30000.0,36800.0,60
9358,8a858f495a70f465015a76e95fa42c3d,301952250,4,20000.0,24500.0,30
9359,8a858f5f55f9698c0156004d35076ede,301655300,1,10000.0,13000.0,30
9360,8a858f5f55f9698c0156004d35076ede,301883598,11,40000.0,47600.0,60
