,systemloanid,loannumber,loanamount,totaldue,termdays,good_bad_flag,bank_account_type,birthdate,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
2324,301960921,12,40000.0,44000.0,30,1,3.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2325,301958704,3,10000.0,11500.0,15,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2326,301961254,5,20000.0,24500.0,30,1,3.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2327,301964393,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2328,301960959,5,20000.0,22250.0,15,0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2329,301996541,2,10000.0,13000.0,30,1,2.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2330,301995442,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,301980296,3,10000.0,13000.0,30,1,2.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2332,301966471,4,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2333,301979327,4,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2334,301975548,9,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2335,301967510,11,10000.0,11000.0,30,1,3.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2336,301972258,3,20000.0,24500.0,30,1,2.0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2337,301984474,2,10000.0,13000.0,30,1,2.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2338,301958708,4,20000.0,24500.0,30,0,2.0,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2339,302002019,7,30000.0,34500.0,30,1,2.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2340,301986166,4,10000.0,11500.0,15,1,2.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2341,301959765,3,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2342,301964480,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2343,301976592,9,30000.0,34500.0,30,1,2.0,34.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2344,301993324,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,301974134,2,10000.0,13000.0,30,0,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2346,301966898,6,10000.0,13000.0,30,1,2.0,24.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2347,301986851,12,30000.0,34500.0,30,1,3.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2348,301959493,8,30000.0,34500.0,30,1,2.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,301993016,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2350,301996665,7,30000.0,39000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,301991394,2,10000.0,13000.0,30,0,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2352,301982910,2,10000.0,13000.0,30,0,2.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2353,302004018,9,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2354,301985419,2,10000.0,13000.0,30,0,2.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2355,301965941,8,20000.0,24500.0,30,0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2356,301963634,3,10000.0,13000.0,30,0,3.0,48.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2357,301971279,9,40000.0,48000.0,60,0,3.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2358,301980486,8,20000.0,24500.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2359,302001937,7,20000.0,24500.0,30,1,2.0,28.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2360,301984073,7,30000.0,34500.0,30,1,3.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2361,301998395,10,40000.0,48000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,301995703,2,10000.0,13000.0,30,1,3.0,23.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2363,301967189,9,40000.0,44000.0,30,1,2.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2364,301994764,2,10000.0,13000.0,30,1,2.0,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2365,301996427,2,10000.0,12500.0,30,1,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2366,301981477,5,20000.0,24500.0,30,1,2.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2367,301967943,9,30000.0,39000.0,60,1,2.0,25.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2368,301993115,4,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,301983687,11,40000.0,44000.0,30,1,2.0,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2370,301976249,7,30000.0,34500.0,30,1,2.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2371,301983939,3,20000.0,22250.0,15,1,2.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2372,301969923,2,10000.0,13000.0,30,1,2.0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2373,301975150,2,10000.0,11500.0,15,1,3.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2374,301978181,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2375,301973211,4,20000.0,24500.0,30,1,2.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2376,301992746,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,301971320,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,301999173,12,40000.0,44000.0,30,1,3.0,38.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2379,301967661,3,10000.0,13000.0,30,0,2.0,47.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2380,301964824,5,20000.0,24500.0,30,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2381,301982760,2,10000.0,11500.0,15,1,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2382,301998637,11,40000.0,48000.0,60,1,3.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2383,301979453,19,20000.0,20500.0,15,1,3.0,38.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,301994359,2,10000.0,13000.0,30,0,2.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2385,301994359,2,10000.0,13000.0,30,0,2.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2386,301976221,4,10000.0,11500.0,15,0,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2387,301989973,5,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2388,301967361,2,10000.0,13000.0,30,0,2.0,34.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2389,302000317,3,10000.0,13000.0,30,0,2.0,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2390,301977390,2,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2391,301969511,7,10000.0,13000.0,30,0,3.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,301975456,3,20000.0,22250.0,15,0,2.0,26.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2393,301999292,8,30000.0,34500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,301967602,9,30000.0,34500.0,30,0,2.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,302003037,8,10000.0,11125.0,15,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2396,301963724,22,40000.0,43500.0,30,1,3.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2397,302001860,17,35000.0,38500.0,30,1,3.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2398,301963573,2,10000.0,13000.0,30,1,3.0,51.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2399,301984683,12,40000.0,48000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,301992457,12,50000.0,57500.0,90,1,3.0,31.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2401,301972131,4,15000.0,18375.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2402,301969223,4,10000.0,11500.0,15,0,2.0,45.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2403,301971147,4,20000.0,24500.0,30,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2404,301967724,11,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405,301965710,3,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,301970339,2,10000.0,11500.0,15,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2407,301961091,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,301985666,2,10000.0,11500.0,15,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2409,301976313,7,30000.0,39000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,301987508,4,20000.0,24500.0,30,1,3.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2411,302001051,3,10000.0,12500.0,30,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2412,301962686,3,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,302001090,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2414,301996550,7,30000.0,39000.0,60,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2415,301977632,2,10000.0,13000.0,30,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2416,301997742,2,10000.0,13000.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2417,302001083,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2418,301975785,2,10000.0,13000.0,30,1,2.0,42.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2419,302001975,3,10000.0,11500.0,15,1,2.0,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2420,301961569,9,30000.0,34500.0,30,1,2.0,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2421,301999486,17,60000.0,68100.0,90,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,301967930,9,40000.0,48000.0,60,1,2.0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,301978235,11,15000.0,17250.0,30,1,3.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2424,301981301,3,10000.0,13000.0,30,1,2.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2425,301964012,9,15000.0,17250.0,30,1,2.0,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2426,301960463,4,10000.0,12250.0,30,1,2.0,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2427,301999215,4,10000.0,13000.0,30,1,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2428,301985884,13,40000.0,44000.0,30,1,3.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2429,301977900,15,40000.0,48000.0,60,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2430,301961356,2,10000.0,13000.0,30,1,2.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2431,301971201,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2432,301973512,2,10000.0,13000.0,30,1,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2433,301983622,8,30000.0,34500.0,30,1,2.0,44.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2434,301978556,7,40000.0,44000.0,30,1,2.0,39.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2435,301988205,14,40000.0,44000.0,30,1,3.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2436,301987538,2,10000.0,13000.0,30,0,2.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2437,301984094,3,10000.0,11500.0,15,1,2.0,48.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2438,301990342,5,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2439,301989710,5,20000.0,24500.0,30,1,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2440,301998862,4,20000.0,24500.0,30,1,2.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2441,301972492,2,10000.0,13000.0,30,1,2.0,38.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2442,301999897,10,30000.0,34500.0,30,1,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2443,301967926,4,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2444,301992760,3,10000.0,13000.0,30,0,2.0,42.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2445,301972462,7,10000.0,11500.0,30,1,2.0,45.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2446,301967476,10,40000.0,48000.0,60,1,2.0,23.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2447,301999569,2,10000.0,13000.0,30,1,2.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2448,302003713,5,20000.0,24500.0,30,1,2.0,33.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,301994864,4,20000.0,24500.0,30,1,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2450,301991591,4,20000.0,24500.0,30,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2451,301970087,6,10000.0,13000.0,30,0,3.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2452,301987723,4,20000.0,22250.0,15,1,2.0,39.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2453,301995430,7,30000.0,39000.0,60,1,2.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2454,301977273,3,10000.0,11500.0,15,0,2.0,28.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2455,301986447,5,20000.0,24500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2456,301973125,2,10000.0,11500.0,15,1,2.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2457,302003244,5,20000.0,22250.0,15,1,2.0,28.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2458,301985949,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,301975768,8,20000.0,23000.0,30,1,2.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2460,301998132,2,10000.0,11500.0,15,1,2.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2461,301994020,14,40000.0,44000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,301994789,2,10000.0,11500.0,15,1,2.0,29.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2463,301967297,2,10000.0,11500.0,15,1,2.0,43.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2464,301967114,8,40000.0,48000.0,60,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2465,301988221,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2466,301996800,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2467,301960975,3,10000.0,11500.0,15,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,301969134,4,10000.0,11500.0,15,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2469,301974755,10,30000.0,34500.0,30,1,2.0,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2470,301992982,9,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2471,301960159,4,15000.0,18375.0,30,0,2.0,37.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472,301999434,2,10000.0,13000.0,30,0,2.0,29.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2473,302002224,3,10000.0,13000.0,30,0,2.0,41.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,301995458,8,30000.0,39000.0,60,0,3.0,25.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2475,301983085,8,10000.0,13000.0,30,0,3.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2476,301981800,12,30000.0,34500.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2477,301959703,2,10000.0,13000.0,30,0,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2478,301972262,4,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,301960719,15,30000.0,33000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2480,301996388,10,40000.0,44000.0,30,1,3.0,43.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2481,301977584,8,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2482,301970246,6,10000.0,11500.0,15,1,3.0,26.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2483,301993005,11,30000.0,33000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2484,301966989,2,10000.0,13000.0,30,0,2.0,31.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2485,301986966,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2486,301970878,9,30000.0,34500.0,30,1,3.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2487,301995797,2,10000.0,13000.0,30,0,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2488,301989794,3,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2489,301983818,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2490,301966033,3,10000.0,11500.0,15,1,2.0,35.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2491,301970159,15,50000.0,57500.0,90,1,3.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2492,301971603,8,15000.0,17250.0,30,1,2.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2493,301980481,12,10000.0,11500.0,15,0,2.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2494,301963733,7,30000.0,34500.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2495,302001927,2,10000.0,11500.0,15,1,1.0,44.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2496,301985723,3,10000.0,13000.0,30,1,2.0,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2497,301983827,2,10000.0,11500.0,15,1,2.0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2498,302003324,4,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2499,301976434,2,10000.0,13000.0,30,1,2.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2500,301967952,3,10000.0,11500.0,15,1,2.0,36.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2501,301997319,6,20000.0,24500.0,30,1,2.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,302003510,9,15000.0,18375.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2503,301990911,10,15000.0,16687.5,15,1,3.0,28.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2504,301983752,3,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2505,301986029,2,10000.0,13000.0,30,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2506,301971110,2,10000.0,12500.0,30,1,2.0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2507,301971791,3,20000.0,24500.0,30,1,3.0,42.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2508,301985668,4,20000.0,24500.0,30,1,2.0,39.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2509,301972473,16,40000.0,44000.0,30,0,3.0,41.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2510,301974976,9,20000.0,24500.0,30,1,2.0,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2511,301995567,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2512,301994136,5,10000.0,11500.0,15,1,2.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2513,301970525,2,10000.0,13000.0,30,1,2.0,33.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2514,301981396,2,10000.0,11500.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2515,301986829,3,10000.0,13000.0,30,1,2.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2516,301992753,7,10000.0,10750.0,15,1,2.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2517,301996038,5,20000.0,24500.0,30,1,2.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2518,301983288,2,10000.0,13000.0,30,1,2.0,35.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2519,301990956,7,20000.0,24500.0,30,1,3.0,33.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2520,301971069,3,10000.0,13000.0,30,1,2.0,34.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2521,301972460,3,10000.0,13000.0,30,0,2.0,25.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2522,301970688,6,20000.0,22250.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2523,301978177,2,10000.0,13000.0,30,1,2.0,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2524,301987539,4,10000.0,13000.0,30,1,2.0,32.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2525,301961400,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2526,301970449,2,10000.0,11500.0,15,1,2.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2527,301976503,2,10000.0,11500.0,15,1,2.0,29.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,301961530,9,30000.0,34500.0,30,1,2.0,28.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2529,301973003,7,20000.0,24500.0,30,0,2.0,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2530,301990221,2,10000.0,13000.0,30,0,2.0,27.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2531,301985225,4,20000.0,22250.0,15,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2532,301987710,2,10000.0,13000.0,30,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
